-219.5	1892.5	#61
-218.5	1787.5	#62
-217.5	1682.5	#63
-216.5	1577.5	#64
-215.5	1472.5	#65
-214.5	1367.5	#66
-213.5	1262.5	#67
-212.5	1157.5	#68
-211.5	1052.5	#69
-210.5	1017.5	#70
-209.5	1017.5	#71
-208.5	1017.5	#72
-207.5	1017.5	#73
-206.5	1017.5	#74
-205.5	1017.5	#75
-204.5	1017.5	#76
-203.5	1017.5	#77
-202.5	1017.5	#78
-201.5	1017.5	#79
-200.5	1017.5	#80
