75	
-3774	1192.5
-3722	1192.5
-3712	1192.5
-3702	1192.5
-3692	1192.5
-3681	1227.5
-3671	1227.5
-3661	1262.5
-3641	1262.5
-3630	1262.5
-3620	1262.5
-3610	1297.5
-3600	1297.5
-3579	1297.5
-3569	1297.5
-3559	1332.5
-3538	1332.5
-3518	1332.5
-3507	1367.5
-3497	1367.5
-3487	1367.5
-3477	1367.5
-3466	1402.5
-3456	1402.5
-3446	1402.5
-3436	1437.5
-3425	1437.5
-3405	1437.5
-3395	1472.5
-3385	1472.5
-3374	1472.5
-3364	1507.5
-3354	1507.5
-3344	1507.5
-3323	1542.5
-3292	1577.5
-3282	1612.5
-3272	1612.5
-3262	1647.5
-3251	1682.5
-3241	1682.5
-3231	1717.5
-3221	1717.5
-3210	1752.5
-3200	1752.5
-3190	1787.5
-3180	1822.5
-3169	1892.5
-3159	1892.5
-3149	1927.5
-3139	1962.5
-3129	1997.5
-3118	2032.5
-3108	2067.5
-3098	2102.5
-3088	2137.5
-3077	2207.5
-3067	2242.5
-3057	2312.5
-3047	2347.5
-3036	2417.5
-3026	2487.5
-3016	2557.5
-3006	2627.5
-2995	2732.5
-2985	2767.5
-2975	2872.5
-2965	2907.5
-2954	3012.5
-2944	3012.5
-2934	3047.5
-2913	3117.5
-2883	3117.5
-2842	3117.5
-2145	3117.5
