75
-319.5	1192.5
-314.5	1192.5
-313.5	1192.5
-312.5	1192.5
-311.5	1192.5
-310.5	1227.5
-309.5	1227.5
-308.5	1262.5
-306.5	1262.5
-305.5	1262.5
-304.5	1262.5
-303.5	1297.5
-302.5	1297.5
-300.5	1297.5
-299.5	1297.5
-298.5	1332.5
-296.5	1332.5
-294.5	1332.5
-293.5	1367.5
-292.5	1367.5
-291.5	1367.5
-290.5	1367.5
-289.5	1402.5
-288.5	1402.5
-287.5	1402.5
-286.5	1437.5
-285.5	1437.5
-283.5	1437.5
-282.5	1472.5
-281.5	1472.5
-280.5	1472.5
-279.5	1507.5
-278.5	1507.5
-277.5	1507.5
-275.5	1542.5
-272.5	1577.5
-271.5	1612.5
-270.5	1612.5
-269.5	1647.5
-268.5	1682.5
-267.5	1682.5
-266.5	1717.5
-265.5	1717.5
-264.5	1752.5
-263.5	1752.5
-262.5	1787.5
-261.5	1822.5
-260.5	1892.5
-259.5	1892.5
-258.5	1927.5
-257.5	1962.5
-256.5	1997.5
-255.5	2032.5
-254.5	2067.5
-253.5	2102.5
-252.5	2137.5
-251.5	2207.5
-250.5	2242.5
-249.5	2312.5
-248.5	2347.5
-247.5	2417.5
-246.5	2487.5
-245.5	2557.5
-244.5	2627.5
-243.5	2732.5
-242.5	2767.5
-241.5	2872.5
-240.5	2907.5
-239.5	3012.5
-238.5	3012.5
-237.5	3047.5
-235.5	3117.5
-232.5	3117.5
-228.5	3117.5
-160.5	3117.5
